Species,Genus,Family,Marine,Brackish,Freshwater,EggColour,EggColourCategory,Pigment,AdultColour,Development,DevelopmentScore,DevelopmentScore2,Match,MinDepth,MaxDepth,AverageDepth,MeanSurfaceTemp,MeanSurfaceOxygen,MeanSurfaceChlorophyll,Longitude,Latitude ,PositiveLatitude,PostCare,PC1,PC2,,Oxygen,PC1,PC2
Ophidion_scrippsae,Ophidion,Ophidiidae,M,NA,NA,transparent,Transparent,None,Brown-Grey,Pelagic,2,2,No,0,110,55,16.03265376,251.2771918,0.793722613,-119.2672811,33.28514302,33.28514302,0,-20.15441905,-1.703905988,,202.4726376,30.06216314,1.178387591
Epinephelus_coioides,Epinephelus,Serranidae,M,B,NA,transparent,Transparent,None,Tan,NA,NA,NA,No,1,0,0.5,27.95263592,202.8016391,0.188024559,122.9714216,0.29979598,0.29979598,0,29.6922574,0.993135275,,206.4495012,25.87896419,0.461276707
Bathymaster_derjugini,Bathymaster,Bathymasteridae,M,NA,NA,white,White,Guanine,Grey,NA,NA,NA,No,0,65,32.5,6.559793682,314.9060771,0.709802926,151.7736774,47.37615601,47.37615601,1,-84.43499297,0.821552045,,208.4761761,23.71365213,-0.081091141
Pseudogramma_polyacantha,Pseudogramma,Serranidae,M,NA,NA,red,Red,Carotenoid,Brown,NA,NA,NA,No,1,65,33,28.20886122,201.4915695,0.12956081,128.9095895,-1.410306626,1.410306626,0,31.02712361,1.0012571,,226.1528123,5.880114683,0.748061083
Anchoa_lyolepis,Anchoa,Engraulidae,M,NA,NA,transparent,Transparent,None,Grey,NA,NA,NA,No,1,54,27.5,26.54302103,207.6261643,0.203109983,-70.03527196,14.81820952,14.81820952,0,24.68974789,0.505327804,,199.0302379,33.41101478,0.361227052
Alosa_aestivalis,Alosa,Clupeidae,M,B,F,yellow; orange; amber,Yellow-Orange-Amber,Carotenoid,Grey,NA,NA,NA,No,5,55,30,14.47473525,267.1144056,0.742275957,-73.27918022,40.04187629,40.04187629,0,-36.00508536,-0.289399564,,269.7138137,-38.88662894,-1.536203102
Cynoscion_nebulosus,Cynoscion,Sciaenidae,M,B,NA,transparent,Transparent,None,Black-Grey,NA,NA,NA,No,NA,NA,NA,24.23204561,215.38989,0.279384544,-85.54962446,28.56178267,28.56178267,0,16.63168495,-0.321513023,,209.8006496,22.39450114,0.071269736
Lactoria_fornasini,Lactoria,Ostraciidae,M,NA,NA,colourless,Transparent,None,Brown-Green-Yellow,NA,NA,NA,No,5,132,68.5,NA,NA,NA,NA,NA,NA,0,NA,NA,,215.8142644,16.17992034,-0.42641893
Gobius_niger,Gobius,Gobiidae,M,B,NA,transparent,Transparent,None,Brown,Demersal,1,0,No,1,96,48.5,16.20889143,260.6362339,0.319294799,12.74303748,47.98108767,47.98108767,1,-29.31742157,0.209758959,,248.1883227,-16.94817456,-1.373509982
Balistapus_undulatus,Balistapus,Balistidae,M,NA,NA,transparent,Transparent,None,Brown-Green-Orange,Demersal,1,0,No,2,50,26,NA,NA,NA,NA,NA,NA,1,NA,NA,,204.4197531,27.97851797,0.639691548
Diodon_hystrix,Diodon,Diodontidae,M,NA,NA,clear,Transparent,None,Black-Grey-Tan,NA,NA,NA,No,2,50,26,27.14980941,205.2235081,0.172245525,105.856647,0.628973744,0.628973744,0,27.16333521,0.65470888,,249.7508956,-18.5360596,-1.360669948
Caesio_caerulaurea,Caesio,Caesionidae,M,NA,NA,transparent,Transparent,None,Blue-Grey-Yellow,Pelagic,2,2,No,1,50,25.5,28.08486374,201.9523668,0.139987493,127.2010173,-1.897938915,1.897938915,0,30.55130491,0.965117209,,232.1575634,-0.741616828,-1.948432153
Opisthonema_oglinum,Opisthonema,Clupeidae,M,NA,NA,clear,Transparent,None,Blue-Grey,NA,NA,NA,No,1,50,25.5,25.6169003,211.5375312,0.233971707,-71.07133123,15.06176292,15.06176292,0,20.67438245,0.322760028,,236.3437608,-4.863603513,-1.216502101
Coris_julis,Coris,Labridae,M,NA,NA,transparent,Transparent,None,Blue-Brown-Green-Orange-White,NA,NA,NA,No,0,120,60,18.62334707,237.6315341,0.205012437,9.930063601,37.88524624,37.88524624,0,-6.265012838,-1.696090113,,211.6415174,20.51734386,0.052216961
Tautoga_onitis,Tautoga,Labridae,M,B,NA,transparent,Transparent,None,Brown-Grey,NA,NA,NA,No,1,75,38,14.41589259,261.2653508,0.66149634,-70.66885339,40.47643612,40.47643612,0,-30.26900789,-1.434964842,,239.3773544,-7.958000825,-1.253191991
Centropyge_argi,Centropyge,Pomacanthidae,M,NA,NA,transparent,Transparent,None,Blue-Orange-Yellow,Pelagic,2,2,No,5,80,42.5,27.14566112,204.9241248,0.120464406,-78.32831823,19.33296587,19.33296587,0,27.45672444,0.594956623,,203.9078323,28.46981435,0.482704564
Fundulus_bermudae,Fundulus,Fundulidae,M,B,F,transparent,Transparent,None,Brown,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,203.6170799,28.91512272,1.27201305
Photoblepharon_palpebratum,Photoblepharon,Anomalopidae,M,NA,NA,transparent,Transparent,None,Black-Blue,NA,NA,NA,No,0,50,25,NA,NA,NA,NA,NA,NA,0,NA,NA,,203.2633731,29.18692881,0.806119472
Histrio_histrio,Histrio,Antennariidae,M,NA,NA,transparent,Transparent,None,Brown-Yellow,Pelagic,2,2,No,0,50,25,25.74581943,212.3006122,0.222626483,108.5506479,3.394837362,3.394837362,0,19.94858818,0.59134044,,200.9073558,31.60686026,0.922801909
Bagre_marinus,Bagre,Ariidae,M,B,NA,golden yellow,Yellow-Orange-Amber,Carotenoid,Grey,Demersal,1,0,No,0,50,25,25.97214313,209.8275401,0.252403635,-72.31995727,15.59969904,15.59969904,2,22.42060799,0.353798636,,201.0323365,31.52497454,1.162213774
Pterocaesio_digramma,Pterocaesio,Caesionidae,M,NA,NA,transparent,Transparent,None,Blue-Grey-Yellow,Pelagic,2,2,No,0,50,25,27.86446444,203.147548,0.16765494,128.851885,-0.969687591,0.969687591,0,29.33598548,0.970830611,,317.0893877,-86.38297041,2.269714284
Trachurus_trachurus,Trachurus,Carangidae,M,NA,NA,yellow,Yellow-Orange-Amber,Carotenoid,Blue-Grey,NA,NA,NA,No,0,50,25,18.61384352,239.4657523,0.360818201,3.011041329,35.49600743,35.49600743,0,-8.06900123,-1.364318199,,205.600128,26.79095328,0.712427967
Brevoortia_tyrannus,Brevoortia,Clupeidae,M,B,NA,transparent,Transparent,None,Grey,Pelagic,2,2,No,0,50,25,15.0805732,260.8061954,0.563090491,-70.08334696,39.96754742,39.96754742,0,-29.69425157,-0.867268472,,202.5955072,29.84790833,0.707087943
Escualosa_thoracata,Escualosa,Clupeidae,M,B,F,yellow,Yellow-Orange-Amber,Carotenoid,Grey,NA,NA,NA,No,0,50,25,28.47074239,202.066293,0.177984009,116.0175882,0.817350954,0.817350954,0,30.51112798,1.365451228,,211.0944054,21.08365914,0.102354816
Anchoa_hepsetus,Anchoa,Engraulidae,M,B,NA,transparent,Transparent,None,Green-Grey,NA,NA,NA,No,1,70,35.5,25.81004207,211.3360497,0.262161355,-70.69315177,12.73095351,12.73095351,0,20.90826777,0.475062991,,257.1273743,-25.93308094,-0.777267663
Cetengraulis_edentulus,Cetengraulis,Engraulidae,M,B,NA,Translucent,Transparent,None,Green-Grey,NA,NA,NA,No,NA,NA,NA,27.45227056,204.0371279,0.166996037,-65.25457339,8.060393506,8.060393506,0,28.38526822,0.731262516,,212.8830977,19.22854791,-0.080778279
Stolephorus_baganensis,Stolephorus,Engraulidae,M,B,NA,transparent,Transparent,None,Grey,NA,NA,NA,No,0,0,0,28.92422199,202.3527115,0.172408457,105.9951655,3.339419796,3.339419796,0,30.31403957,1.864285329,,213.3708701,18.75059263,0.016844159
Thryssa_hamiltonii,Thryssa,Engraulidae,M,B,NA,transparent,Transparent,None,Grey-Yellow,NA,NA,NA,No,10,13,11.5,28.25746379,202.668607,0.189357942,111.0064238,5.362058289,5.362058289,0,29.87965767,1.267905559,,216.6821624,15.38441722,0.037484238
Lutjanus_kasmira,Lutjanus,Lutjanidae,M,NA,NA,transparent,Transparent,None,Grey-Yellow,NA,NA,NA,No,3,65,34,27.74417573,202.9489782,0.145038549,126.4404626,0.268023079,0.268023079,0,29.50872122,0.815712249,,218.5159046,13.43610572,-0.395820988
Syngnathus_louisianae,Syngnathus,Syngnathidae,M,NA,NA,yellow; orange; amber,Yellow-Orange-Amber,Carotenoid,Tan-White,NA,NA,NA,No,NA,NA,NA,24.73915625,213.5641066,0.245396102,-86.23221213,27.80385336,27.80385336,2,18.5199257,-0.162789778,,265.0345917,-33.98482601,-0.799143655
Alosa_sapidissima,Alosa,Clupeidae,M,B,F,transparent,Transparent,None,Blue-Green-Grey,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,212.8538678,19.27143539,-0.011361571
Acipenser_oxyrinchus,Acipenser,Acipenseridae,M,B,F,yellow; orange; amber,Yellow-Orange-Amber,Carotenoid,Black-Bluish,NA,NA,NA,No,1,46,23.5,11.8160391,289.6171614,0.799390479,-69.33116697,43.94107579,43.94107579,0,-58.60972772,1.283123115,,,,
Dascyllus_marginatus,Dascyllus,Pomacentridae,M,NA,NA,translucent,Transparent,None,Black-White-Yellow,Pelagic,2,2,No,1,15,8,NA,NA,NA,NA,NA,NA,1,NA,NA,,,,
Acanthurus_bahianus,Acanthurus,Acanthuridae,M,NA,NA,transparent,Transparent,None,Blue-Grey-Yellow,NA,NA,NA,No,2,40,21,26.18842381,206.6505607,0.136388404,-37.77106405,-12.56290561,12.56290561,0,25.58238802,-0.024516678,,,,
Thunnus_alalunga,Thunnus,Scombridae,M,NA,NA,transparent,Transparent,None,Blue-Grey,NA,NA,NA,No,0,0,0,23.1840371,220.9055684,0.149416322,58.92835602,1.420262938,1.420262938,0,11.01732708,-0.325488382,,,,
Siganus_canaliculatus,Siganus,Siganidae,M,B,NA,transparent,Transparent,None,Brown-Grey,NA,NA,NA,No,1,50,25.5,28.1647859,202.3877239,0.169915098,118.0438529,-0.081442947,0.081442947,0,30.13840557,1.124608548,,,,
Ciliata_septentrionalis,Ciliata,Lotidae,M,B,NA,yellow; orange; amber,Yellow-Orange-Amber,Carotenoid,Grey,NA,NA,NA,No,10,90,50,10.05303746,282.954314,0.656694509,3.991208389,60.93365922,60.93365922,0,-52.39097649,-1.688213852,,,,
Chaetodipterus_zonatus,Chaetodipterus,Ephippidae,M,NA,NA,transparent,Transparent,None,Black-Grey,NA,NA,NA,No,3,50,26.5,23.90019216,216.4818443,0.49472323,-96.12389682,13.39230906,13.39230906,0,15.49706453,-0.444506613,,,,
Pseudophallus_mindii,Pseudophallus,Syngnathidae,NA,B,F,yellow; orange; amber,Yellow-Orange-Amber,Carotenoid,Brown,NA,NA,NA,No,NA,NA,NA,15.74717484,270.9597921,0.312606077,-40.95541741,77.74880833,77.74880833,2,-39.546755,1.675969618,,,,
Dorosoma_cepedianum,Dorosoma,Clupeidae,M,B,F,yellow; orange; amber,Yellow-Orange-Amber,Carotenoid,Grey,NA,NA,NA,No,0,33,16.5,NA,NA,NA,NA,NA,NA,0,NA,NA,,,,
Haemulon_plumierii,Haemulon,Haemulidae,M,NA,NA,transparent,Transparent,None,Blue-Grey-Yellow,Demersal,1,0,No,3,40,21.5,26.73403067,206.5787872,0.175522073,-71.96430541,14.99202636,14.99202636,0,25.754376,0.498224572,,,,
Genyonemus_lineatus,Genyonemus,Sciaenidae,M,NA,NA,transparent envelope,Transparent,None,Brown-Yellow,NA,NA,NA,No,NA,NA,NA,15.45916637,257.1432304,0.870269725,-120.2029356,37.09685469,37.09685469,0,-26.0247785,-1.176481544,,,,
Archosargus_probatocephalus,Archosargus,Sparidae,M,B,NA,transparent,Transparent,None,Black-Grey,NA,NA,NA,No,NA,NA,NA,21.18251657,236.2095164,0.364558381,-65.21798154,23.26995739,23.26995739,0,-4.391872734,0.553983001,,,,
Platichthys_flesus,Platichthys,Pleuronectidae,M,B,F,transparent,Transparent,None,Brown-White,Pelagic,2,2,No,1,100,50.5,12.15426145,284.6624291,0.450327442,17.89361596,58.52310306,58.52310306,0,-53.67852946,0.694013425,,,,
Pomacanthus_paru,Pomacanthus,Pomacanthidae,M,NA,NA,transparent,Transparent,None,Black-Yellow,Demersal,1,0,No,3,100,51.5,26.96480967,205.6923024,0.154414333,-71.1492933,13.43791127,13.43791127,0,26.66831442,0.560118091,,,,
Plotosus_lineatus,Plotosus,Plotosidae,M,B,NA,yellow,Yellow-Orange-Amber,Carotenoid,Black-White,Demersal,1,0,No,1,60,30.5,NA,NA,NA,NA,NA,NA,1,NA,NA,,,,
Chirolophis_ascanii,Chirolophis,Stichaeidae,M,NA,NA,transparent,Transparent,None,Brown,NA,NA,NA,No,10,400,205,NA,NA,NA,NA,NA,NA,1,NA,NA,,,,
Nematalosa_nasus,Nematalosa,Clupeidae,M,B,F,transparent,Transparent,None,Green-Grey,NA,NA,NA,No,0,30,15,25.93388528,213.9302582,0.32993017,98.18676066,23.10465981,23.10465981,0,18.3823453,1.079190932,,,,
Sillago_sihama,Sillago,Sillaginidae,M,B,NA,transparent,Transparent,None,Grey-Tan,NA,NA,NA,No,0,0,0,27.26629984,206.0457464,0.232941406,103.8899504,3.98629554,3.98629554,0,26.37710425,0.922078892,,,,
Gymnocephalus_cernua,Gymnocephalus,Percidae,NA,B,F,white,White,Guanine,Brown-Yellow,Demersal,1,0,No,NA,NA,NA,4.965252734,351.8635637,0.738948061,NA,NA,NA,0,-121.0443083,6.127813406,,,,
Sphoeroides_maculatus,Sphoeroides,Tetraodontidae,M,B,NA,transparent,Transparent,None,Brown-White-Yellow,NA,NA,NA,No,10,183,96.5,10.41603097,293.1390425,0.624339727,-62.29380801,44.72495397,44.72495397,1,-62.33053065,0.56250201,,,,
Oreochromis_niloticus,Oreochromis,Cichlidae,NA,B,F,yellow; orange; amber,Yellow-Orange-Amber,Carotenoid,Grey,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
Thryssa_mystax,Thryssa,Engraulidae,M,B,NA,transparent,Transparent,None,Grey-Yellow,NA,NA,NA,No,0,50,25,28.3183065,202.6931872,0.186742593,112.0318516,4.152249042,4.152249042,1,29.86682118,1.332258074,,,,
Sciaena_umbra,Sciaena,Sciaenidae,M,B,NA,transparent,Transparent,None,Brown-Grey,NA,NA,NA,No,1,200,100.5,19.094101,237.5297642,0.231594282,11.92009754,38.29527883,38.29527883,0,-6.077472133,-1.252474447,,,,
Chaetodon_capistratus,Chaetodon,Chaetodontidae,M,NA,NA,transparent,Transparent,None,Grey-Yellow,NA,NA,NA,No,2,20,11,26.24470635,208.1433112,0.162700978,-79.10310198,21.61455206,21.61455206,0,24.1261448,0.308390944,,,,
Zebrasoma_xanthurum,Zebrasoma,Acanthuridae,M,NA,NA,transparent,Transparent,None,Blue-Yellow,NA,NA,NA,No,0,20,10,27.76506799,200.7820498,0.201629199,48.5301617,20.80412055,20.80412055,0,31.64173377,0.433256236,,,,
Arius_subrostratus,Arius,Ariidae,M,B,NA,yellow,Yellow-Orange-Amber,Carotenoid,Grey,Demersal,1,0,No,0,20,10,NA,NA,NA,NA,NA,NA,2,NA,NA,,,,
Hirundichthys_rondeletii,Hirundichthys,Exocoetidae,M,NA,NA,transparent,Transparent,None,Black-Grey,NA,NA,NA,No,NA,NA,NA,19.34100273,231.0210313,0.815757542,-74.98899922,-21.1967495,21.1967495,0,0.363634925,-2.220309299,,,,
Umbrina_roncador,Umbrina,Sciaenidae,M,NA,NA,transparent,Transparent,None,Grey-Yellow,Pelagic,2,2,No,10,60,35,20.83193454,230.5447185,0.324552261,-114.207387,28.27636082,28.27636082,0,1.10890733,-0.843966105,,,,
Sarda_chiliensis,Sarda,Scombridae,M,NA,NA,"clear, pinkish",Pink,Carotenoid,Grey,NA,NA,NA,No,0,100,50,15.47990129,256.5111564,0.602217361,-129.4742529,46.99487106,46.99487106,0,-25.39987469,-1.27365518,,,,
Xiphister_mucosus,Xiphister,Stichaeidae,M,NA,NA,white envelope,White,Guanine,Black-Grey,Benthic,0,1,No,0,18,9,10.11149988,291.6455012,1.130860794,NA,NA,NA,1,-60.91967724,-0.014470633,,,,
Leuresthes_tenuis,Leuresthes,Atherinopsidae,M,NA,NA,yellow-green to orange,Yellow-Orange-Amber,Carotenoid,Grey,Pelagic,2,2,No,0,18,9,NA,NA,NA,NA,NA,NA,0,NA,NA,,,,
Parablennius_tentacularis,Parablennius,Blenniidae,M,B,NA,yellow; orange; amber,Yellow-Orange-Amber,Carotenoid,Brown*-White,Demersal,1,0,No,3,15,9,18.85658362,239.2815467,0.178275644,15.926076,40.00934589,40.00934589,1,-7.842866629,-1.160069328,,,,
Astroscopus_guttatus,Astroscopus,Uranoscopidae,M,NA,NA,transparent,Transparent,None,Brown-White,NA,NA,NA,No,NA,NA,NA,20.53919276,228.0000152,0.59480098,-76.70044175,35.18323141,35.18323141,0,3.554778117,-1.604839764,,,,
Muraenolepis_microps,Muraenolepis,Muraenolepididae,M,NA,NA,yellow; orange; amber,Yellow-Orange-Amber,Carotenoid,Brown-Grey,NA,NA,NA,No,10,1600,805,NA,NA,NA,NA,NA,NA,0,NA,NA,,,,
Syngnathus_schlegeli,Syngnathus,Syngnathidae,M,B,NA,yellow; orange; amber,Yellow-Orange-Amber,Carotenoid,Brown,Benthic,0,1,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,,,,
Encrasicholina_heteroloba,Encrasicholina,Engraulidae,M,NA,NA,transparent,Transparent,None,Green-Grey,NA,NA,NA,No,20,0,10,28.20344798,202.4726376,0.192367637,108.5829402,5.316797848,5.316797848,0,30.06216314,1.178387591,,,,
Oreochromis_mossambicus,Oreochromis,Cichlidae,NA,B,F,yellow; orange; amber,Yellow-Orange-Amber,Carotenoid,Grey,NA,NA,NA,No,1,12,6.5,NA,NA,NA,NA,NA,NA,2,NA,NA,,,,
Chilomycterus_schoepfii,Chilomycterus,Diodontidae,M,NA,NA,transparent,Transparent,None,Brown-Pink-Yellow,NA,NA,NA,No,1,11,6,23.28349121,226.1528123,0.39848898,-75.56352889,34.88556117,34.88556117,0,5.880114683,0.748061083,,,,
Channa_striata,Channa,Channidae,NA,B,F,yellow; orange,Yellow-Orange-Amber,Carotenoid,Brown-White*,Pelagic,2,2,No,1,10,5.5,NA,NA,NA,NA,NA,NA,1,NA,NA,,,,
Nerophis_lumbriciformis,Nerophis,Syngnathidae,M,NA,NA,yellow; orange; amber,Yellow-Orange-Amber,Carotenoid,Brown-Green,NA,NA,NA,No,0,30,15,12.71380084,269.7138137,0.594453907,-2.496225256,53.02726366,53.02726366,2,-38.88662894,-1.536203102,,,,
Syngnathus_floridae,Syngnathus,Syngnathidae,M,NA,NA,yellow; orange; amber,Yellow-Orange-Amber,Carotenoid,Brown-White,Benthic,0,1,No,NA,NA,NA,25.68968774,209.8006496,0.187260958,-86.21528103,24.85362754,24.85362754,2,22.39450114,0.071269736,,,,
Scomberomorus_maculatus,Scomberomorus,Scombridae,M,B,NA,transparent,Transparent,None,Blue-Grey,NA,NA,NA,No,10,35,22.5,24.04495505,215.8142644,0.265351939,-84.86532989,29.11110695,29.11110695,0,16.17992034,-0.42641893,,,,
Syngnathus_acus,Syngnathus,Syngnathidae,M,B,NA,yellow; orange; amber,Yellow-Orange-Amber,Carotenoid,Brown,NA,NA,NA,No,0,10,5,16.6708686,249.7508956,0.392444784,8.217451137,46.7585177,46.7585177,2,-18.5360596,-1.360669948,,,,
Coryphaena_hippurus,Coryphaena,Coryphaenidae,M,B,NA,transparent,Transparent,None,Blue-Green-Yellow,NA,NA,NA,No,0,5,2.5,25.32187227,211.6415174,0.132490121,-85.76278199,3.867054489,3.867054489,0,20.51734386,0.052216961,,,,
Ilypnus_gilberti,Ilypnus,Gobiidae,M,NA,NA,yellow; orange; amber,Yellow-Orange-Amber,Carotenoid,Brown*-Grey,NA,NA,NA,No,NA,NA,NA,18.74367393,239.3773544,0.558546046,-116.6915141,31.24018705,31.24018705,1,-7.958000825,-1.253191991,,,,
Eubleekeria_splendens,Eubleekeria,Leiognathidae,M,B,NA,translucent,Transparent,None,Grey-Yellow,NA,NA,NA,No,10,100,55,28.082125,203.6170799,0.257096914,116.0072794,2.864431536,2.864431536,0,28.91512272,1.27201305,,,,
Lethrinus_nebulosus,Lethrinus,Lethrinidae,M,B,NA,transparent,Transparent,None,Blue-Brown-Yellow,Pelagic,2,2,No,10,75,42.5,27.67490654,203.2633731,0.171305835,128.0293035,-1.063891488,1.063891488,0,29.18692881,0.806119472,,,,
Cottus_gobio,Cottus,Cottidae,NA,B,F,yellow; orange; amber,Yellow-Orange-Amber,Carotenoid,Brown-Tan*,NA,NA,NA,No,2,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,,,,
Corythoichthys_amplexus,Corythoichthys,Syngnathidae,M,NA,NA,yellow; orange; amber,Yellow-Orange-Amber,Carotenoid,Brown-White*,Benthic,0,1,No,0,31,15.5,28.45959544,201.0323365,0.133431389,133.2137021,-3.429505154,3.429505154,2,31.52497454,1.162213774,,,,
Pseudobalistes_flavimarginatus,Pseudobalistes,Balistidae,M,B,NA,transparent,Transparent,None,Blue-Grey-Yellow,Demersal,1,0,No,2,0,1,NA,NA,NA,NA,NA,NA,1,NA,NA,,,,
Diodon_holocanthus,Diodon,Diodontidae,M,NA,NA,clear,Transparent,None,Tan,NA,NA,NA,No,2,0,1,27.13726972,205.600128,0.189326622,106.0355632,0.9138261,0.9138261,0,26.79095328,0.712427967,,,,
Chanos_chanos,Chanos,Chanidae,M,B,NA,yellowish; transparent,Yellow-Orange-Amber,Carotenoid,Grey,Pelagic,2,2,No,1,0,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,,,,
Leucaspius_delineatus,Leucaspius,Cyprinidae,NA,B,F,transparent,Transparent,None,Grey,NA,NA,NA,No,0,1,0.5,NA,NA,NA,NA,NA,NA,1,NA,NA,,,,
Epinephelus_tauvina,Epinephelus,Serranidae,M,NA,NA,transparent,Transparent,None,Brown-Grey,NA,NA,NA,No,1,0,0.5,27.70052498,202.5955072,0.128279699,147.5196883,-10.06448367,10.06448367,0,29.84790833,0.707087943,,,,
Coryphaena_equiselis,Coryphaena,Coryphaenidae,M,NA,NA,transparent,Transparent,None,Blue-Grey-Yellow,NA,NA,NA,No,0,0,0,25.47645318,211.0944054,0.135886401,-89.54221177,2.146962034,2.146962034,0,21.08365914,0.102354816,,,,
Engraulis_mordax,Engraulis,Engraulidae,M,NA,NA,Transparent,Transparent,None,Grey,Pelagic,2,2,No,0,310,155,15.86846913,257.1273743,0.796613529,-120.9236946,39.86311006,39.86311006,0,-25.93308094,-0.777267663,,,,
Cheilopogon_hubbsi,Cheilopogon,Exocoetidae,M,NA,NA,amber,Yellow-Orange-Amber,Carotenoid,Grey,NA,NA,NA,No,0,20,10,NA,NA,NA,NA,NA,NA,0,NA,NA,,,,
Makaira_nigricans,Makaira,Istiophoridae,M,NA,NA,transparent,Transparent,None,Blue-Grey,Pelagic,2,2,No,0,1000,500,24.95151961,212.8830977,0.124138749,-135.3804916,-3.045977271,3.045977271,0,19.22854791,-0.080778279,,,,
Merluccius_albidus,Merluccius,Merlucciidae,M,NA,NA,transparent,Transparent,None,Brown-Grey,NA,NA,NA,No,80,1170,625,24.95855369,213.3708701,0.187123193,-78.71836421,24.5692135,24.5692135,0,18.75059263,0.016844159,,,,
Auxis_rochei,Auxis,Scombridae,M,B,NA,transparent,Transparent,None,Black-Blue,Pelagic,2,2,No,NA,NA,NA,24.35282585,216.6821624,0.246009968,121.6014758,-2.745139841,2.745139841,0,15.38441722,0.037484238,,,,
Euthynnus_alletteratus,Euthynnus,Scombridae,M,B,NA,transparent,Transparent,None,Blue-Grey,Pelagic,2,2,No,1,150,75.5,23.56475184,218.5159046,0.217060992,2.143980834,25.54334682,25.54334682,0,13.43610572,-0.395820988,,,,
Scomber_scombrus,Scomber,Scombridae,M,B,NA,transparent,Transparent,None,Black-Grey,NA,NA,NA,No,0,1000,500,14.3495912,265.0345917,0.373544845,0.095136559,50.99830777,50.99830777,0,-33.98482601,-0.799143655,,,,
Thunnus_albacares,Thunnus,Scombridae,M,B,NA,clear,Transparent,None,Blue-Grey-Yellow,Pelagic,2,2,No,1,50,25.5,25.02770116,212.8538678,0.133776831,61.39356807,0.171065953,0.171065953,0,19.27143539,-0.011361571,,,,
